index,sentence
2417,"Durch die Kirchturmuhr wussten die Arbeiter auf dem Feld, wie spät es ist."
2418,Durch die Phasenverschiebung können wir sehr hohe Blindströme messen.
2419,Durch die Verletzung ist seine sportliche Karriere im Basketball vorzeitig beendet.
2420,Durch die Zusammenlegung erhofft sich die Firmenleitung Ersparnisse in Millionenhöhe.
2421,Durch die Zwei-Klick-Lösung wird der Datenschutz verbessert.
2422,Durch die schlechte Hygiene ist das Gebiet ein idealer Nährboden für Krankheitserreger.
2423,Durch die semipermeable Membran entsteht ein osmotischer Druck im Rohr.
2424,Durch ein kleines Loch im Fels fallen Sonnenstrahlen in die Höhle ein.
2425,Durch einen elektrisierten Weidezaun ist die Koppel begrenzt.
2426,Durch falsche Reinigung entstehen Mikrokratzer und das Glas wird milchig.
2427,Durch gnadenlose Härte macht er seine Opfer gefügig.
2428,Durch seine flache Bauweise hat das Fahrzeug einen hervorragenden Luftwiderstandsbeiwert.
2429,Durch seine gesellige Art hat Herr Hoffmann stets zur Verbesserung des Betriebsklimas beigetragen.
2430,Durch seine glaubhafte Betonung haucht er den Geschichten Leben ein.
2431,Durch solche Dummheiten verlieren wir jedes Mal wertvolle Zeit.
2432,"Durch vernünftige Planung kann man effektiv verhindern, dass man Lebensmittel wegschmeißen muss."
2433,Durch wen wurde die Operation autorisiert?
2434,Duschanbe ist die Hauptstadt von Tadschikistan.
2435,Dörte ist die Treppe heruntergefallen.
2436,Dörte schrieb Rosinen und Mandeln auf den Einkaufszettel.
2437,Dürfen wir auch mit Filzstiften malen?
2438,"Dürfen wir eine Formelsammlung verwenden?, meldete sich Meike zu Wort."
2439,Dürfte ich um Ihre Aufmerksamkeit bitten?
2440,"E-Mail ist zwar kostenlos, geholfen wird dir aber nur am Telefon."
2441,E-Mail schreiben.
2442,E-Mails öffnen.
2443,EMS-Systeme werden auch zum Fitnesstraining eingesetzt.
2444,Ebenso wenig das Durchstechen der Ohrläppchen oder anderer Körperteile.
2445,Echt jetzt?
2446,Eckhart suchte eine esoterische Heilerin auf.
2447,Edmund hat sich ins Ausland abgesetzt.
2448,Eduard musste eine Vollbremsung hinlegen.
2449,"Egal wie man es anstellt, irgendwer wird immer meckern."
2450,"Egal wie viel Fisch du isst, Helene ist Fischer."
2451,"Egal, es ist echt lecker."
2452,"Ehe sie sich versahen, stand der Knecht bereits vor ihnen."
2453,Eher schlecht als recht.
2454,Ehrlichkeit ist wichtiger als Höflichkeit.
2455,Eigenlob stinkt.
2456,Eigentlich ist das Projekt aus Langeweile entstanden.
2457,Eigentlich ist es ein Mischling.
2458,"Eigentlich müsste es nicht Arbeitgeber, sondern Arbeitsplatzgeber heißen."
2459,"Eigentlich sind das keine Kabelschellen, sondern Kabelbinder."
2460,Eigentlich sollte der Bericht nie an die Öffentlichkeit gelangen.
2461,Eigentlich war es eher ein Monolog.
2462,Eigentlich waren alle recht entspannt.
2463,"Eigentlich wollte Svea Betriebswirtin werden, jetzt fährt sie Taxi."
2464,Eigentum verpflichtet.
2465,Eike spielt mit Knete.
2466,"Ein Adler nutzt die Thermik der Felder, um in langsamen Kreisbahnen an Höhe zu gewinnen."
2467,Ein Ausflugsschiff schipperte über die Spree.
2468,Ein Ausrufezeichen reicht.
2469,Ein Baum ist auf die Oberleitung gestürzt.
2470,Ein Bogenschütze hatte ihn bereits im Visier.
2471,Ein Boxkampf gegen alle Trends: Der Meister gegen seine Abstinenz.
2472,Ein Flug zwischen Amerika und Europa ist ein Transatlantikflug.
2473,"Ein Gang in die Sauna kann helfen, den Muskelkater zu lindern."
2474,Ein Greis stolperte über das Gleis.
2475,Ein Großteil der heute berühmten Bauwerke stammt aus dieser Epoche.
2476,Ein Hecht hat an den Köder angebissen.
2477,Ein Hoch auf Trinksprüche!
2478,Ein Hohlspiegel fokussiert das Sonnenlicht auf einen kleinen Kessel.
2479,"Ein Jahr später: Leere Lager, die Bestände werden mager."
2480,"Ein Kanu einigermaßen elegant zu wenden, erfordert einiges an Übung."
2481,Ein Karatekämpfer wendet nie den selben Trick zweimal an.
2482,Ein Karatekämpfer wendet nie denselben Trick zweimal an.
2483,Ein Kind aus der Klasse ist versetzungsgefährdet.
2484,Ein Kumpel von mir kommt morgen aus dem Gefängnis frei.
2485,"Ein Mann betrat den Raum, schaltete das Licht ein und zog die Gardinen zu."
2486,Ein Mann mittleren Alters schob einen Kinderwagen in den Supermarkt.
2487,Ein Marder hat wohl an den Bremsschläuchen geknabbert.
2488,Ein Parabelflug kostet ein paar tausend Schweizer Franken pro Person.
2489,Ein Pressesprecher wollte die Vorwürfe weder dementieren noch bestätigen.
2490,"Ein Problem mit dem proprietären Treiber verhindert, dass der Computer aus dem Standby aufwacht."
2491,Ein Röntgengerät erlaubt das Durchleuchten von Gepäckstücken.
2492,"Ein Schacht dient dem Transport der Bergleute, der andere nur zur Belüftung."
2493,"Ein Schaf ist trächtig und deshalb nicht schnell genug, um zu flüchten."
2494,Ein Schatzmeister ist für die Finanzen eines Vereins zuständig.
2495,"Ein Schelm, wer Böses dabei denkt."
2496,Ein Sieg würde sie an die Spitze der Tabelle katapultieren.
2497,Ein Sockel aus Beton sorgt für die nötige Stabilität.
2498,Ein Steg aus Holz führt vom Ufer ins Wasser.
2499,Ein Stück Stoff klemmt im Reißverschluss und jetzt geht der Rucksack nicht zu.
2500,Ein Tropfen Lötzinn auf die Spitze schützt den Lötkolben vor Oxidation.
2501,Ein Tütchen Backpulver reicht für fünfhundert Gramm Mehl.
2502,"Ein Vorteil von Kabelverbindungen ist, dass man jederzeit einfach den Stecker ziehen kann."
2503,Ein Wal ist gestrandet.
2504,Ein anderes Mittel hilft viel effektiver gegen Langfinger.
2505,Ein anonymer Hinweis ließ den Schwindel auffliegen.
2506,Ein ausführlicher Blogpost beschreibt die neu hinzugekommenen Funktionen.
2507,Ein bisschen Abkühlung wäre jetzt nicht verkehrt.
2508,Ein boshaftes Lachen erschallte.
2509,Ein derartiger Tiefflug wäre viel zu riskant.
2510,Ein elektrisch betriebener Wagen rollte surrend an ihnen vorbei.
2511,Ein elektrisches Rührgerät darf in keiner Küche fehlen.
2512,"Ein flugunfähiger Vogel ist Fressfeinden, wie zum Beispiel Katzen, hilflos ausgeliefert."
2513,Ein gewaltiger Felsen rollte mit der Lawine ins Tal.
2514,Ein guter Getränkemarkt ist kein Saftladen.
2515,"Ein kleiner Junge mit Gummistiefeln hatte sichtbar große Freude daran, in einer Pfütze herumzuspringen."
2516,Ein mageres Gemisch verbrennt effizienter.
2517,Ein paar Einzelheiten sind noch ungeklärt.
2518,Ein paar Jugendliche haben das Dixi-Klo umgeworfen.
2519,Ein reißerischer Titel generiert gleich ein paar Klicks mehr.
2520,"Ein starker Rückenwind macht es derzeit leicht, den Berg hinaufzufahren."
2521,Ein tiefer Graben und Stacheldrahtzaun – hätte nicht eines von beidem gereicht?
2522,Ein unerwünschtes Zurückrollen wird dadurch verhindert.
2523,Ein vernünftiger Anfang wäre schon die halbe Miete.
2524,Ein weiterer Flugzeugträger ist bereits auf dem Weg ins Krisengebiet.
2525,Ein weiterer Raum für Selbstversorger soll entstehen.
2526,Ein wenig Dankbarkeit wäre angebracht.
2527,"Eindeutig zweideutig, riefen Till und Sigmar wie aus einem Munde."
2528,Eine Dampfbügelstation kann das Bügeln erheblich erleichtern.
2529,Eine Dunstglocke aus Smog liegt über Stuttgart.
2530,Eine Elektrifizierung der Trasse scheint dringend notwendig.
2531,Eine Erinnerung hinzufügen.
2532,Eine Glocke um den Hals warnt potenzielle Beutetiere.
2533,Eine Gruppe von Gruftis kam uns vom Friedhof entgegen.
2534,"Eine Gruppe von Sportlern war gerade dabei, Dehnübungen zu machen."
2535,Eine Heuschreckenplage machte die gesamte Ernte zunichte.
2536,"Eine Kampagne soll ihn diskreditieren, damit ihm niemand mehr glaubt."
2537,Eine Klimaanlage war für Marco reiner Luxus.
2538,Eine Laubsäge bekommt man bereits für unter zehn Euro im Baumarkt.
2539,"Eine Lenkradheizung ist im Winter wirklich angenehm, wenn man keine Handschuhe dabei hat."
2540,"Eine Lüge wird auch dann nicht wahr, wenn man sie oft wiederholt."
2541,"Eine Packung ist keine geeignete Mengenangabe, wenn man ein Rezept weitergeben will."
2542,Eine Sekunde
2543,Eine Sekunde!
2544,Eine Traube von Menschen hatte sich um die Stadtmusikanten versammelt.
2545,Eine Träne kullerte ihm über die Wange.
2546,Eine Umleitung ist ausgeschildert.
2547,Eine Umleitung ist eingerichtet.
2548,Eine Wallbox dient dem schnellen Aufladen von Elektrofahrzeugen.
2549,Eine WhatsApp Nachricht an Tina schreiben.
2550,Eine Wickelablage muss weich und warm sein.
2551,Eine Zivilperson wurde im Kreuzfeuer getötet.
2552,Eine der beiden Brücken ist nur für Fußgänger.
2553,Eine gemeinsame Lösung ist alternativlos.
2554,Eine gigantische Mehlstaubexplosion zerfetzte die Mühle in Sekunden.
2555,Eine gute Spezifikation lässt keinen Spielraum für Interpretationen.
2556,Eine kleine Farm zierte den Hang.
2557,"Eine kleine Unachtsamkeit reicht bereits, und alles ist zunichte."
2558,Eine kleine Windböe und das Ding kippt um.
2559,Eine scharfkantige Konservendose hat den Müllbeutel zerrissen.
2560,Eine schöne Website haben Sie da.
2561,Eine sorgfältige Arbeitsweise wird erwartet.
2562,Einem geschenkten Gaul schaut man nicht ins Maul.
2563,Einen Akku voll zu laden dauert länger als ihn zweimal halbvoll zu laden.
2564,Einen DNS-Server kann man sich vorstellen wie ein Telefonbuch.
2565,"Einen Energieverbraucher wie das Gehirn kann sich nur leisten, wessen Nahrungsversorgung sichergestellt ist."
2566,Einen Hugo bitte.
2567,Einen Kleingarten muss man hegen und pflegen.
2568,"Einen Moment lang sagte er nichts, dabei machte sich Verwunderung auf seinem Gesicht breit."
2569,"Einen Moment, ich stelle Sie durch."
2570,"Einen Regenbogen kann man nur sehen, wenn man die Sonne im Rücken hat."
2571,"Einen Schnuller kann man ab einem bestimmten Alter wegwerfen, den Daumen nicht."
2572,Einen Stuhl weiter ließ sich eine ältere Dame Locken wickeln.
2573,Einen anderen hat sie nun mal nicht.
2574,Einen schönen Tag noch!
2575,Einer der sechs Zylinder bekommt keinen Zündfunken.
2576,"Einer schneidet durch, der andere sucht aus."
2577,Eines Tages werden künstliche Intelligenzen Depressionen entwickeln.
2578,"Eines der Wahlversprechen war, verstärkt gegen Steuerhinterziehung vorzugehen."
2579,Einfach nur um dem Klischee zu entsprechen.
2580,Eingefrorene Kraftstoffleitungen gehören dank elektrischer Heizung der Vergangenheit an.
2581,"Eingewickelt in Polstermaterial lagen drei Flaschen, gefüllt mit einer durchsichtigen Flüssigkeit, in dem Karton."
2582,"Einheit dreizehn an Hauptquartier, wir brauchen Verstärkung, over."
2583,"Einhundert Dezibel, das ist so laut wie ein Presslufthammer."
2584,Einige Dinge können auch in einem Konsulat erledigt werden.
2585,Einige Gäste fühlen sich gestört von den beiden Turteltäubchen.
2586,Einige Insekten hatten sich bereits im Leim verfangen.
2587,Einige aktive Bürger pflanzen Birken und Buchen am Waldesrand an.
2588,Einige der Kacheln im Badezimmer lösen sich bereits.
2589,Einige der zerstörten Akten werden immer noch zusammengesetzt.
2590,Einmal erworbene Kurzsichtigkeit wird man nicht wieder los.
2591,"Einmal im Jahr findet hier ein Festival statt, ansonsten ist tote Hose."
2592,Einparkrempler sind ein häufiger Schaden an Stoßstangen und Kotflügeln.
2593,Einschlägige Casinos werden immer stärker frequentiert.
2594,Einst angezweifelt entwickelt sich das Vorhaben zu einem absoluten Vorzeige-Projekt.
2595,Einstellungen anzeigen.
2596,"Einundsechzig sind dafür, dreiundfünfzig dagegen, keine Enthaltungen."
2597,El Aaiún ist die Hauptstadt der Westsahara.
2598,Elefanten haben Angst vor Bienen.
2599,"Elektrische Fensterheber funktionieren nur, wenn die Zündung an ist."
2600,Elf Meilen vor der Küste ist ein Tanker auf Grund gelaufen.
2601,Elfriede möchte ein Zeichen der Zuversicht setzen.
2602,Elisabeth reibt sich verwundert die Augen.
2603,Eltern haften für ihre Kinder.
2604,"Emanuela ist sich unsicher, wie sie ihr Geld am sinnvollsten anlegen soll."
2605,Emil wohnt in der Usedomer Straße.
2606,Emilia spielt in ihrer Freizeit Oboe.
2607,Emma hat sich den Stundenplan in die Federtasche gelegt.
2608,"Emma zeigt ihrer Freundin das Freischwimmer-Abzeichen, das ihre Mutter auf ihren Badeanzug genäht hat."
2609,Empfindest du denn auch etwas für sie?
2610,Empfindliche Ware kommt bei Einkaufswagen von Aldi in die Knautschzone.
2611,Ende August ist die Ostsee schön warm.
2612,"Ende gut, alles gut."
2613,"Endlich traut sich einer, es auszusprechen."
2614,Energie ist die Fähigkeit Arbeit zu leisten.
2615,"Energie wird niemals verbraucht, höchstens umgewandelt."
2616,Entferne bitte alle störenden Knackser.
2617,"Entschuldigen Sie, diese Plätze sind reserviert."
2618,"Entschuldigen Sie, fährt dieser Zug nach Rosenheim?"
2619,"Entschuldigen Sie, ich habe einen Kloß im Hals."
2620,Entschuldigt bitte meine Verspätung.
2621,"Entschuldigung Herr Müller, ich habe einen Ihrer Gartenzwerge mit dem Fußball getroffen."
2622,Entsprechendes Equipment ist anzuschaffen.
2623,Entweder können sie einem vorprogrammierten Kurs folgen oder sich an Wärmestrahlern orientieren.
2624,"Er behauptet, er wurde von Außerirdischen gekidnappt."
2625,"Er bekleckert sich vielleicht mit Rum, aber bestimmt nicht mit Ruhm."
2626,Er deutete auf sein Bein.
2627,"Er erledigt seinen Job, ohne Fragen zu stellen."
2628,"Er feiert am neunundzwanzigsten Februar seinen zwölften Geburtstag, wird aber achtundvierzig Jahre alt."
2629,Er fror am ganzen Leib.
2630,Er gilt als dünnhäutig und egozentrisch.
2631,"Er ging nie zur Vorsorgeuntersuchung, auch dann nicht, wenn die Krankenkasse die Kosten übernommen hätte."
2632,Er griff ins Regal und holte einen tausend Seiten dicken Schinken heraus.
2633,Er hat alle Duplikate entfernt.
2634,"Er hat den besten Schutzengel, den man sich vorstellen kann."
2635,Er hat dich doch nur gekost
2636,Er hat dich doch nur gekost!
2637,Er hat die ganze Sammlung durchforstet.
2638,Er hat eine deftige Absage erhalten.
2639,Er hat gerade wieder so eine melancholische Phase.
2640,Er hat mich reingelegt.
2641,Er hat sich maßgeblich für den Frieden eingesetzt.
2642,Er hat sie auf frischer Tat ertappt.
2643,Er hatte doch überhaupt nichts geklaut.
2644,Er ist ein psychisches Wrack.
2645,Er ist ein richtiger Protein-Junkie.
2646,"Er ist gerade dabei, die Garage auszumisten."
2647,Er ist immer so charmant.
2648,Er ist mein Verlobter.
2649,Er kennt die andere Seite.
2650,Er konnte es nicht unterdrücken.
2651,Er legte seinen Strahlenschutzanzug an und nahm den Geigerzähler aus seiner Tasche.
2652,"Er lügt, dass sich die Balken biegen."
2653,Er räusperte sich.
2654,"Er sammelte Daten, welche er dann analysieren konnte."
2655,Er schloss die Tür ab und versteckte den Schlüssel unter der Fußmatte.
2656,"Er schüttelt sich wie ein Hund, der gerade aus dem Wasser kommt."
2657,"Er selbst ist der Einzige, der sich witzig findet."
2658,Er sprach in der dritten Person von sich selbst.
2659,Er stammelte irgendwas von Beryllium.
2660,Er steckt in einem Zwiespalt.
2661,Er stieg auf sein E-Bike und machte sich vom Acker.
2662,Er trug einen Drei-Tage-Bart.
2663,Er verhält sich wie eine Eidechse im freien Fall.
2664,Er war circa ein Meter neunzig groß und war kräftig gebaut.
2665,"Er weiß nicht, was er da tut."
2666,Er will notfalls bis in die letzte Instanz klagen.
2667,Er wird nicht Nein sagen können.
2668,"Er wird oft als Argument dafür gebraucht, Sachverhalte zu ignorieren, die einem zu kompliziert sind."
2669,Er wird per internationalem Haftbefehl gesucht.
2670,"Er wollte noch etwas hinzufügen, aber im Beifall ging es unter."
2671,Er wurde in Koblenz geboren 
2672,Er wurde in Remscheid geboren 
2673,Er würde keiner Fliege was zu Leide tun.
2674,Er zückte seine Kamera und hielt die Bildschirmausgabe auf einem Foto fest.
2675,Erfahrene Abenteurer lesen die Uhrzeit am Sonnenstand ab.
2676,Erfurt ist die Landeshauptstadt von Thüringen.
2677,Erich hat ein auffällig spitzes Kinn.
2678,Erich möchte teilnehmen.
2679,"Erik hat einen Papierflieger gebaut, der Loopings fliegen kann."
2680,Erika verwöhnte uns mit kulinarischen Leckerbissen.
2681,Erika war am Boden zerstört.
2682,"Erinnerungen, mit denen man Emotionen verbindet, bleiben einem länger im Gedächtnis."
2683,Erkennt das System auch Umlaute?
2684,Erkunde die Kammer nach weiteren Hinweisen.
2685,Erna ist schon wieder ganz munter.
2686,"Ernie und Bert sind beste Freunde, aber sehr unterschiedlich."
2687,Erschrocken machte Edgar einen Satz zur Seite.
2688,Ersetze Gruppenzwang durch Tradition und es klingt gleich viel positiver.
2689,"Erst jetzt fiel mir auf, dass dem Mann ein Fuß fehlte."
2690,"Erst jetzt viel mir auf, dass dem Mann ein Fuß fehlte."
2691,"Erst jetzt wurde ihr klar, wie wertvoll das Geschenk von Henrik eigentlich gewesen war."
2692,"Erst nachdem Antje das Original gesehen hatte, verstand sie einige Anspielungen der Parodie."
2693,Erstaunlich viele Spender lesen ihre Sätze unter der Dusche.
2694,Erste Gerüchte über die genetische Manipulation von Weizen machen die Runde.
2695,"Erstellen Sie mir eine Kopie im DIN-A-drei Format, bat Guido seine Sekretärin."
2696,Erwarten Sie von dem Hanf im Hanfbier keine berauschende Wirkung.
2697,Erwin ist knallhart dazwischen gegangen.
2698,Erwin möchte von Freitag auf Samstag bei Peer übernachten.
2699,Erzähl das dem Richter.
2700,"Erzähl es der Parkuhr, aber lass mich in Ruhe."
2701,Erzähl mir mehr.
2702,Erzählen Sie auch anderen von Common Voice
