sentence
Der Termin am Donnerstag wurde unverbindlich vorgemerkt.
Der Tiger schärfte seine Krallen.
Der Tod ist eine Notwendigkeit im Kreislauf des Lebens.
Der Totwinkelwarner arbeitet nur bei Geschwindigkeiten unter einhundertfünfzig Stundenkilometern.
Der Trabi blockiert die ganze Zeit die linke Spur.
Der Treiber hält sich strikt an die OpenGL-Spezifikation.
Der Trommler gefällt mir am besten.
Der Tunnelbau wird vom Bund mit einhundert Millionen Euro bezuschusst.
Der Typ hat doch einen Knall.
Der Typ hat doch einen an der Klatsche!
Der Typ ist vollkommen irre
Der Typ ist vollkommen irre!
Der Täter muss also durchs Fenster eingestiegen sein.
Der Unfall war nicht mehr zu verhindern.
Der Unterschied ist ganz deutlich wahrzunehmen.
Der Unterschied zwischen Tomographie und Projektion lässt sich am einfachsten grafisch erklären.
Der Uranus hat siebenundzwanzig bekannte Monde.
Der Uranus ist der siebente Planet in unserem Sonnensystem.
Der Verein bietet für das kommende Jahr einen weiteren Bauch-Beine-Po-Kurs an.
Der Vergleich mit Fußballfeldern ist an dieser Stelle weder anschaulich noch hilfreich.
Der Verkäufer blickte mich skeptisch an.
Der Verkäufer kritzelte irgendwas auf das Gerät, dass ihm hingehalten wurde.
Der Verkäufer schnappte sich kurzerhand ein Maßband und hielt es an das Bett.
Der Versand findet nur innerhalb der EU und der Schweiz statt.
Der Verteidigungsminister bezeichnete das Manöver als klugen Schachzug.
Der Verwaltungsaufwand ist enorm.
Der Vorgang wurde durch den Benutzer abgebrochen.
Der Vorsitzende begründete seinen Rücktritt damit, dass er sich nun anderen Aufgaben widmen wolle.
Der Wasserhahn tropft.
Der Weg ist nicht gestreut.
Der Weihnachtsmann holte ein weiteres Geschenk aus seinem Sack und wandte sich an Florian.
Der Weltrekord liegt bei sechs Minuten und einunddreißig Komma vier Sekunden.
Der Wettergott ist nicht mit uns.
Der Wicht zitterte an allen Gliedern.
Der Witz ist so schlecht, dass er schon wieder gut ist.
Der Wärter nuschelte irgendwas in seinen Bart, gewährte den Touristen dann aber Zutritt.
Der Zaubertrank macht dich für fünfzehn Sekunden unbesiegbar.
Der Zeltplatz hat inzwischen auch warme Duschen und einen Wickelraum.
Der Zigarettenautomat will einen Perso sehen.
Der Zug hält aber nicht am Hauptbahnhof, sondern in Kassel-Wilhelmshöhe.
Der Zug hält heute nicht in Schweinfurt
Der Zug hält heute nicht in Waiblingen
Der Zug ist längst abgefahren.
Der Zug kam dreizehn Minuten zu spät.
Der Zug nach Frankfurt am Main ist schon um Dreiviertel drei abgefahren
Der Zug nach Frankfurt am Main ist schon um dreiviertel drei abgefahren.
Der Zug nach Köln fährt heute am Bahnsteig drei
Der Zug nach Wetzlar fährt heute am Bahnsteig drei
Der Zug nach Wolfsburg ist schon um Dreiviertel drei abgefahren
Der Zug nach Wolfsburg ist schon um dreiviertel drei abgefahren.
Der Zugang zum Keller ist nun fest verriegelt.
Der alte Kahn ächzte unter der Last.
Der antike Traktor hatte eine Fehlzündung.
Der benötigte Imbusschlüssel lag dem Ikea-Regal bereits bei.
Der bequeme Autofahrer gab einfach so viel Gas, dass die Beifahrertür von alleine zufiel.
Der blöde Automat hat mir zu wenig Wechselgeld gegeben.
Der bärtige Mann am Tisch da vorne sieht aus wie Papa Schlumpf.
Der einzige Lichtblick war das gute Essen, fand Judith.
Der einäugige Gnom will uns wohl unbedingt das Leben schwer machen.
Der engagierte junge Mann gab uns eine hervorragende kurze Einführung.
Der erste Biss ist nicht so stark wie der zweite.
Der frühe Vogel fängt den Wurm.
Der ganze Körper muss unter Spannung stehen.
Der ganze Stadtteil besteht mehr oder weniger aus Plattenbauten.
Der geht aufs Haus.
Der geringe PH-Wert verhindert effektiv, dass sich Schimmel bilden kann.
Der gesamte Flur ist videoüberwacht.
Der gesamte Innenbereich war in mühevoller Fleißarbeit blitzblank geputzt worden.
Der große Durchbruch lässt weiterhin auf sich warten.
Der grüne Opel fuhr bei Tiefrot über die Haltelinie.
Der hat gesessen.
Der inflationäre Gebrauch von Superlativen kotzt mich übelst an, beschwert sich Till.
Der intensive Geruch nach Chemie macht beim Auspacken bereits einen schlechten Eindruck.
Der japanische Staatsgast deutete eine Verbeugung an.
Der jedoch keiner ist, weil ihm das Prädikat fehlt, korrigiert mich der Besserwisser.
Der junge Mann dort hat uns freundlicherweise vorgelassen.
Der kleine Bach schlängelt sich durch den Wald, bis er schließlich eine Straße in einem Tunnel unterquert.
Der komplette Verzicht auf Fleisch ist vielen zu radikal, aber manchen nicht radikal genug.
Der kürzeste Weg zwischen zwei Punkten ist eine Gerade.
Der landbasierte Handel zwischen Ost und West verlor an Relevanz.
Der letzte Teilnehmer hat dann den Vogel abgeschossen.
Der militärische Fokus liegt nun im Westen.
Der neue Chef ist ein abgebrühter Kerl.
Der nächste Service-Mitarbeiter ist für Sie reserviert.
Der nächste Zug nach Frankfurt geht in einer Stunde und dreißig Minuten
Der nächste Zug nach Görlitz geht um zwölf Uhr dreißig
Der nächste Zug nach Neustadt an der Weinstraße geht um zwölf Uhr dreißig
Der nächste Zug nach Wetzlar geht in einer Stunde und dreißig Minuten
Der operative Gewinn beträgt fast eine Milliarde Dollar.
Der selbsternannte Experte erzählte wieder die Mär vom unbegrenzten Wirtschaftswachstum.
Der stundenlange Todeskampf muss eine Qual gewesen sein, wie man sie seinem ärgsten Feind nicht wünschen würde.
Der tickt doch nicht mehr ganz sauber.
Der tote Winkel ist so groß, dass selbst der Mond darin verschwinden kann.
Der typische Chlorgeruch entsteht erst dann, wenn Badegäste ins Becken pinkeln.
Der vierte Offizielle zeigt einen Wechsel an.
Der zusätzliche Treibstoff ist nicht nur flüssig, sondern sogar überflüssig.
Deren kinetische Energie ginge ansonsten verloren.
Derlei Kontrollen sind dem Urteil zufolge nicht zumutbar.
Derzeit sind uns noch die Hände gebunden.
Derzeit zerbrechen in meinem Freundeskreis überall Beziehungen.
Derzeit übernimmt Sebastian den Part, weil Adrian beruflich sehr beschäftigt ist.
Des Anstandes wegen zwängt sie sich wieder in das Korsett der gesellschaftlichen Erwartungen.
Des Schnitzers Werke sind größtenteils sehr filigran.
Des Weiteren steht auf meiner Liste noch ein gewisser Richard Kaufmann.
Deshalb pochen wir ja auch darauf, dass sie mehr investieren.
Deshalb sind wir froh, dass wir eine Sachverständige im Auditorium begrüßen dürfen.
Deshalb sollten wir für mehr Akzeptanz werben.
Deshalb wollen wir es auf eine kompakte Größe verkleinern.
Deshalb wurde er in den Zeugenstand gerufen.
Deshalb würde ich einfach diese Schutzkappe überstülpen und gut ist.
Desktop ist zum Beispiel ein Objekt der Klasse Ordner.
Deswegen heißen die so.
Deswegen ist die innere Siliziumschicht mit Bor dotiert.
Deswegen kann man die Wellenlänge auch genau angeben.
Deswegen konnte der Schurke sich unbehelligt daran zu schaffen machen.
Deswegen müssen wir alles in Polarkoordinaten umrechnen.
Deswegen rechnet man mit CO-zwei-Äquivalenten.
Deutsch und Französisch sind wahrscheinlich ungefähr gleich schwer zu erlernen.
Deutsche Synchronsprecher werden oft zu Unrecht kritisiert.
Dhaka ist die Hauptstadt von Bangladesch.
Dialog löschen.
Dialogstatus zurücksetzen.
Dichter Qualm entwich aus dem Schornstein.
Die A-vierzig durchquert das ganze Ruhrgebiet, von Duisburg bis Dortmund.
Die Abfrage bei der Auskunftei erfolgt vollautomatisch.
Die Abzugshaube müsste dringend mal gereinigt werden.
Die Achterbahn wird durch eine Wirbelstrombremse abgebremst.
Die Airbags wurden ja schon einmal ausgelöst!
Die Akquisition der Daten ist nur der erste Schritt.
Die Alternative ist günstiger.
Die Amtssprache im Iran ist Persisch.
Die Angaben sind wie immer ohne Gewähr.
Die Angestellten fühlen sich unter Generalverdacht gestellt.
Die Angst vor Nachbeben ist verständlicherweise noch sehr groß.
Die Ansaugmenge wird durch die Drosselklappe bestimmt.
Die Anschlussstelle Leipzig-Mitte ist wegen Bauarbeiten gesperrt.
Die Antarktis umfasst die um den Südpol gelegenen Land- und Meeresgebiete.
Die Antivirensoftware ist amok gelaufen und hat alle Computer im Haus lahmgelegt.
Die Antwort liegt doch auf der Hand.
Die Antwort wollte ich hören.
Die Anwohner fühlen sich allein gelassen.
Die Anzeige auf dem Bildschirm hat ihre Aufmerksamkeit erregt.
Die Anziehung des Mondes erzeugt Tiden.
Die Armbrust kann nicht im Laufen nachgeladen werden.
Die Aufgabe ist ziemlich schwierig, gell?, versuchte Kai ein Gespräch mit Helena aufzubauen.
Die Ausstellung besteht im Wesentlichen aus ausgestopften Tieren.
Die Autobahnabfahrt nach Cottbus
Die Autobahnabfahrt nach Kempten
Die Autokorrektur ist keine große Hilfe.
Die Batterie ist leer.
Die Bauern krank, die Müller tot, sagt wer backt dem König jetzt sein Brot?
Die Baustelle wurde geräumt.
Die Bauwerke der Epoche waren nur dank neuer Steinbearbeitungstechniken möglich.
Die Beamten gehen nun verstärkt gegen illegale Straßenrennen vor.
Die Beeren sind noch nicht reif.
Die Befürchtung vor einem Dammbruch ist glücklicherweise nicht eingetreten.
Die Behörden warnen davor, zugefrorene Seen zu betreten.
Die Beleuchtung ist mir zu grell.
Die Berganfahrhilfe hält die Bremse so lange fest, bis man genug Gas gibt.
Die Berichterstattung ist zwar nicht falsch aber unausgewogen.
Die Besuche des Fuchses haben, seitdem ich einen Hund habe, aufgehört.
Die Betonung liegt auf sofort.
Die Betroffenen leiden oft jahrzehntelang an den traumatischen Erlebnissen.
Die Betroffenen wurden mit Bussen in Notunterkünfte gebracht.
Die Betten sind bereits bezogen.
Die Bewegung der Erdplatten erzeugt Gebirge.
Die Bezahlung richtet sich nach dem jeweiligen Tarif des öffentlichen Dienstes.
Die Bibliothek ist schon etwas angestaubt, erfüllt ihren Zweck aber hervorragend.
Die Biester sind kaum zu zähmen.
Die Blickrichtung geht nach unten und der ganze Körper ist dabei gerade.
Die Blondine da drüben ist sehr attraktiv.
Die Braut muss den Strauß rückwärts in die Menge werfen.
Die Bucht eignet sich gut zum Erlernen der Segelgrundlagen.
Die Chancen auf eine weiße Weihnacht stehen dieses Jahr nicht schlecht.
Die DLRG bemängelt, dass immer mehr Kinder und Erwachsene nicht richtig schwimmen können.
Die Daten entsprechend aufzubereiten, ist ein Klacks für Siebert.
Die Datenbank wurde aktualisiert.
Die Deponie verschandelt das Stadtbild.
Die Details interessieren mich nicht.
Die Deutsche Botschaft in Israel befindet sich in Tel Aviv.
Die Dielen knarren ganz entsetzlich.
Die Diskette hat sich als Symbol zum Speichern etabliert.
Die Dolmetscherin war überfordert.
Die Donau durchfließt zehn Länder.
Die Doppelhelix ist ein essenzieller Baustein für das Leben, wie wir es kennen.
Die Dosis macht das Gift.
Die Drehmomentkurve einer Drehstrom-Asynchronmaschine sieht aus wie ein Fleischerhaken.
Die Eckpunkte sind als Kreuzchen eingezeichnet.
Die Eisenbahnstraße in Leipzig ist berüchtigt.
Die Elbe durchquert Dresden, Magdeburg und Hamburg, bevor sie schließlich bei Brunsbüttel in die Nordsee mündet.
Die Elbe fließt durch Dresden, Magdeburg und Hamburg und mündet in die Nordsee
Die Elbe mündet in die Nordsee.
Die Elbphilharmonie verspricht ein einzigartiges Klangerlebnis.
Die Emissionen sind um neunhundert Millionen Tonnen zurückgegangen, das entspricht einem Minus von siebenundzwanzig Prozent.
Die Entfernung der Mandeln ist oft nicht medizinisch sinnvoll.
Die Entropie ist also wesentlich geringer als die Kodierungslänge.
Die Entscheidungsschlacht wurde in diesem Tal ausgefochten.
Die Epoche wurde nach den riesigen Stadtmauern benannt.
Die Erde gilt als der „blaue Planet“.
Die Erde zieht den Mond an.
Die Ergebnisse alphabetisch sortieren.
Die Errungenschaften der Postmoderne sind gewaltig.
Die Erweiterung des Gebäudes wurde von Anfang an geplant.
Die Fahrt endete in einer Sackgasse ohne Wendemöglichkeit.
Die Fahrt nach Köln konnte er sich nicht leisten 
Die Fahrt nach Reutlingen konnte er sich nicht leisten 
Die Farbtemperatur bezieht sich auf Schwarzkörper.
Die Felgen kann man noch mal aufarbeiten.
Die Fenster sind aus Energiespargründen dreifach verglast.
Die Fernlichtautomatik ist mir zu träge.
Die Fertigstellung des Milliardenprojektes verschiebt sich offenbar noch weiter.
Die Feste wurden durch eine Steuer finanziert.
Die Feststelltaste war nämlich aktiviert.
Die Feuerwehr ist ausgerückt, um mit Sandsäcken den Deich zu verstärken.
Die Filmmusik wurde von Hans Zimmer komponiert.
Die Fingerabdrücke stimmen nicht überein.
Die Firewall ist löchrig wie ein Schweizer Käse.
Die Firma lehnte das Angebot ab.
Die Flugzeit beträgt zirka sechs Stunden.
Die Folge war eine schwere Verletzung und damit bin ich noch glimpflich davon gekommen.
Die Form seines Kiels ist entscheidend für die Kursstabilität eines Schiffes.
Die Forscher berichten von steigender seismischer Aktivität in der abgesperrten Zone.
Die Freigabe wurde noch nicht erteilt.
Die Frikadellen sind angebrannt.
Die Friseurin kam mit einem Pinsel zu Hilfe.
Die Führung dauert etwa anderthalb Stunden.
Die Füllhöhe kann transportbedingt schwanken.
Die Gebühr beträgt zwei Euro pro Paar.
Die Gefangenen brüten etwas aus.
Die Gegend ist komplett verwüstet.
Die Gegenhypothese kann nicht widerlegt werden.
Die Gerippe von toten Pferden liegen noch herum.
Die Geschichte der Stadt beginnt vor ein paar tausend Jahren.
Die Geschichte handelt von einer guten und einer bösen Hexe.
Die Geschichte hast du uns schon mindestens zehn mal erzählt.
Die Geschichte hast du uns schon mindestens zehnmal erzählt.
Die Gleise zwischen München und Innsbruck müssen noch ausgebaut werden, bevor der Brennerbasistunnel fertig wird.
Die Glocken läuten im Viertelstundentakt.
Die Golden Gate Bridge steht in San Francisco.
Die Hardware ist einfach zu alt, meint Sigmar.
Die Hauptstadt der Bundesrepublik Deutschland ist Berlin
Die Hauptstadt der Cookinseln ist Avarua.
Die Hauptstadt der autonomen Region Kurdistan ist Erbil.
Die Hauptstadt von Nordirland ist Belfast.
Die Hauptstadt von Taiwan ist Taipeh.
Die Hauptstadt von Wales ist Cardiff.
Die Havarie wird ein juristisches Nachspiel haben.
Die Heizung etwas weniger warm einstellen.
Die Heizung etwas wärmer stellen.
Die Heizung ist ausgefallen.
Die Helferin nahm eine Ampulle aus dem Schrank und zog eine Spritze auf.
Die Hellseherin warf einen Blick in die Kristallkugel.
Die Henne machte sich weiter daran, ihre Eier zu brüten.
Die Herrschaft war eine der längsten und glorreichsten Perioden.
Die Hexe stieg auf ihren Besen und flog davon.
Die Hoffnung stirbt zuletzt.
Die Holztür des Gartenhauses hatte sich von der Kälte verzogen und war deshalb kaum aufzubekommen.
Die Hälfte unserer Güter wird über den Mittellandkanal transportiert.
Die Hälfte wovon?
Die Höhle gilt als schwer erreichbar.
Die ICE-Verbindung zwischen Köln und Frankfurt am Main ist die wohl schnellste Deutschlands.
Die Idee ist so einfach wie genial.
Die Insassen mussten per Hubschrauber gerettet werden.
Die Inschrift kennzeichnet die Herkunft.
Die Inspektion wurde regelmäßig durchgeführt.
Die Internationale Raumstation ist das größte künstliche Objekt im Erdorbit.
Die Jalousien haben sich hier verheddert.
Die Joggerin zwinkerte mir zu.
Die Kanarische Inseln gehören zu Spanien.
Die Kanarischen Inseln gehören zu Spanien.
Die Kanten müssen geschliffen werden.
Die Kanzlerin machte das Thema jetzt zur Chefsache.
Die Kanzlerin sprach dem Minister ihr vollstes Vertrauen aus.
Die Kassiererin kann den Barcode nicht finden.
Die Kette hat zu viel Spiel.
Die Kobaltmine ist vor Jahrzehnten aufgegeben worden.
Die Kollision mit der Fensterscheibe hat meist schwere Verletzungen zur Folge.
Die Konferenz endete mit einem eindringlichen Plädoyer an die Teilnehmer.
Die Kontinentalplatten sind leichter als das sie umgebende Material.
Die Koreaner springen nun auch auf diesen Zug auf.
Die Kosten für den Anbau sind nach meiner Kalkulation überschaubar.
Die Kriterien der Akademie gehören auf den Prüfstand.
Die Kurtaxe macht den Kohl nicht fett.
Die Ladung auf Ihrem Anhänger ist nicht ausreichend gesichert.
Die Lehrerin trug Markus ins Klassenbuch ein.
Die Lehrerin war mal wieder überfordert mit dem Fernseher und bat einen Schüler um Hilfe.
Die Leute mit den schlechtesten Augen sitzen immer in der letzten Reihe.
Die Lichtgeschwindigkeit in Cäsium ist höher als im Vakuum.
Die Lichtschranke arbeitet mit einem Infrarotlaser.
Die Lieferung liegt jetzt beim Zoll.
Die Liste der Nachteile wird länger und länger.
Die Lokalpresse umringt den Bürgermeister, um ein Interview von ihm zu bekommen.
Die Luft besteht ja aus über siebzig Prozent Stickstoff.
Die Luftfeuchtigkeit kommt in der allgemeinen Gasgleichung gar nicht vor.
Die Luftwaffe hat uns soeben eine Nachricht übermittelt.
Die Malerei ist brotlose Kunst.
